text,binary_label
"начинать стоять фильм самый любимый заставлять многое задумываться думать ведущий роль сыграть атмосффер тонуть кэй абсолютный гений смочь достойно показывать внутренний проблема американский социум отношение политик социум внутри свой страна фильм двойной история прошлое настоящее преобразование убеждение какой-то лидер местный банда скинхед дерек виньярд прочно удерживать авторитет свой район убеждать свой правота беспощадно расправляться белый цвет кожа независимость смелость дерек вызывать восхищение младший брат дэнни сделать свой выбор зверский убийство чернокожий парень совершенный дерек разделять дорога брат дерек оказываться тюрьма существовать свой расклад сила итак сюжет кружиться духовный восприятие мир брат оказываться внутри жестокий игра становиться пешка плохой лидер оступаться заплатить высокий цена дэнни успешно продолжать дело брат свобода провожать бритоголовый парень верить настоящее будущее национал-социализм ненавидеть чернокожий вера вера белый вера страна черный ',  мнение занимать чужой рабочий должность разрушать генофонд культурный наследие история америка известный запрещать многий страна мир книга принадлежать адольф гитлер основоположник национал-социализм книга  - ' mein kampf борьба ',  из-за дэнни едва исключать школа стоить добавлять ясный понимание ситуация стоить частично ознакомляться книга узнавать главный идея национал-социализм увидеть гитлер личность выдающийся оратор школа преподносить исчадие ад написать сочинение основа книга молодой парень получать приказ написать новый сочинение свой брат дерек наказание дэнни вероятно должный многое осознавать повторять ошибка свой брат дерек тюрьма приходиться сладко ... основа какой-либо мысль брать абсолютно любой эпизод фильм ибо свой содержание безупречно лишний вода затянутый сюжет идея касаться финал думать фильм пониматься любой шедевр лишний слово улавливать мораль ненависть тяжелый багаж тема звучать строчка сочинение дэнни процитировать последний слово авраам линкольн инаугурационный речь 1861 враг друг должный враг узы дружба прочный должный порваться память дружба взять сердце неизбежность возобладать хороший чувство кино несомненно видеть секрет любой хороший взгляд контроль свой чувство ненависть слепой делать слепой стоить задумываться фильм безупречный",positive
"тонуть кэй свой фильм выходить предел проблема межэтнический отношение расовый нетерпимость подымать ряд вопрос человеческий отношение частность большой ответственность свой слово поступок близкий высокий цена любой горячий неосторожный слово поступок продиктовать сиюминутный взрыв эмоция , « американский история х » -  кино важно юность авторитетный нравственный ориентир лицо близкий друг учитель сосед д легко угождать ловушка внешне привлекательный притягательный идея преимущество якобы давать цвет кожа совершенно искренне хороший намерение диктовать национал радикал масть проблема указывать причина предлагать легкий пусть устранение поддаваться данные принцип придерживаться близкий человеческий природа любить легкий путь тщеславие властолюбие лихва хватить история скинхед дерек виньярд  –  летопись монстр платить история переживать собственный драма потрясение разочарование смерть родной мнение дерек отнюдь случайный находиться прыткий направлять энергия виньярд нужный русло ловко пользоваться угнетенный моральный состояние благодарный внимание юноша пойти путь поверять справедливость незыблемость поскольку верить эдвард нортон проходной роль единичный сыграть очередной потрясающий роль герой верить буквально минута появление экран чувствоваться актер подходить работа серьезность результат персонаж убедительный минута полный уверенность минута сомнение глубина передаваемый нортон чувство оставлять равнодушный работа американский история х актер право гордиться свой персонаж сыграть кино недочет упускать вид сценарист последний радикализировать дерек поэтому перемена происходить сила главный образ субъективный причина смотреться искусственно наигранно резкий поворот трудно представлять реальный поэтому прежний новый дерек диссонировать разный по-прежнему личность обстоятельство заставлять взглядывать ситуация угол небольшой капля деготь испортить бочка мед сильно убедительно сыграть тезка нортон эдвард ферлонг благодаря работа  « американский история х »  ферлонг переставать исключительно джон коннор  « терминатор » сыграть картина порядок сильно роль фильм робот убийца актер блистать лента кэй теряться фон свой раскручивать известный напарник подростковый максимализм вспыльчивость самоуверенность поразительный искренность дэнни говорить открыто свой принцип убеждение поневоле задаваться вопрос старший брат воспитывать младший наоборот твердость сила дух ответ вопрос режиссер предлагать давать зритель рисовать мощный финал оставлять равнодушный экран представлять честно говорить концовка кэй искренне снимать шляпа режиссер абсолютно идеализировать противный сторона среди чернокожий ровно количество негодяй среди белый абсолютно разный мысль красный нить проходить фильм посыл  « американский история х »  служить призыв слышать слушать свой собственный  « »,  становиться главный ключ ко взаимопонимание раса главное переступать собственный  « »  подавать рука вчера грозить сживать свет насилие поздно вызывать насилие ответ конец отличный эмоциональный фон создавать лента музыка энн дадли благодаря некоторый мелодия усиливать подчас значительный мера менять настроение иной сцена общий кино обо многое бить внешний эффект глубокий смысл исключение маленький недостаток претензия кэй несомненно   « американский история х » -  хороший фильм карьера актер немой занимать",positive
"« прекрасный утро обнаруживать отныне нация вера раса обед изобретать новый предубеждение » джордж эйкен любить отличаться общество бояться понимать толпа опаска недоверие смотреть иначе выглядеть по-другому вести школа ребенок выбирать объект насмешка издевательство неугодный ботаник учительский любимчик ребенок обеспечивать семья позволять хороший вещь угодно главное выбор жертва изгой позволять замечать собственный ничтожность ограниченность чувствовать высоко  –  проблема нацизм серьезный поскольку мишень становиться целый народ повод нужный находить взаимный обвинение нападки навсегда разбрасывать разный сторона баррикада происходить происходить конец несмотря разный должный являться зависеть раса проблема извечный поэтому момент выход фильм проходить 15 оставаться актуальный тонуть кэй  –  режиссер совместительство оператор  « американский история х » –  взяться показывать насколько остро стоять проблема нацизм общество сделать смело удачный казаться прием замедлять съемка переход черно-белый кадр цветной кэй нелестно отзываться собственный фильм требовать убирать свой титр поскольку заниматься окончательный монтаж отмечать опыт большой кино старт являться достойный поздно режиссер все-таки признаваться рад свой оставлять титр прекрасный дебют сценарист дэвид маккенный досконально изучать описывать тема буквально выносить свой идея история собственный слово  « серьезный современный трагедия захватывать рядовой рабочий семья »,   « мир ненависть »,  исток путь искоренение понаслышке знакомый проблема маккен помощь свой рассказ мягко подводить собственный вывод давать наблюдать ненужный поучение настаивание свой главный герой история  –  дерек виньярд  –  предводитель банда скинхед жестокий убежденный нацист уверять собственный правота непререкаемость свой взгляд упускать случай красноречиво излагать собственный позиция являться ненависть раса личный осмысленный мнение чужой навязнуть точка зрение слепо верить думать анализировать пережитое будущий действие подталкивать прошлое кино планомерно давать ответ вопрос раскрываться личность дерек влияние влияние окружать герой разительный перемена происходить персонаж гениально показывать главный актер фильм эдвард нортон начало кино по-настоящему страшный пугать ненависть презрение глаз самодовольный улыбка единственно верный мнение четкий цель дальнейший жизненный перипетия менять глаз улыбка герой жаль оскаровский премия проходить нортон уступать вновь талантливый соперник напарник нортон фильм становиться эдвард ферлонг убедительно сыграть младший брат главный герой дэнни любой ребенок дерек возраст брать пример старший считать линия поведение взгляд правильный семья толерантность отец  –  глава главный авторитет мальчик  –  привыкать судить поступок расовый принадлежность образ дэнни являться центральный значимый поскольку являться подражатель продолжение дерек конечный счет  –  расплата упоминать сделать замечательный кинокартина композитор энн дадли знакомый работа музыка написать картина казаться великолепный тревожный чувственный помогать проникаться происходить « американский история х »  потрясать шокировать вместе сильный тяжелый бескомпромиссный убедительный история заставлять задумываться человеческий поступок значение последствие фильм относиться разряд картина безусловно стоить смотреть пересматривать показывать высокий балл ставиться шедевр",positive
история странный штука история история америка сложный любой страна фильм показывать частичка история страна пример обычный обычный правда бывать обычный история банальный главный герой брат старший дерек националист свой твердый убеждение превосходство белый раса потрясать оратор привлекать внимание младший дэнни поддаваться влияние брат что-то равный смущать закрытый открытый новый идея воспринимать свой сложно верить загадочный парень определяться брат беспрекословный авторитет сомнение дерек проходить сложный путь отказ гнев страх принятие убеждение подвергаться сомнение сталкиваться реалия стадия человеческий трагедия проходить самый приятный обстоятельство самостоятельно единственный тень протяжение фильм брат сопровождать свинни наставник друг отец понимать помогать ребята заблудиться исправлять свинни стараться сделать избегать трагедия сюжет проработка герой потрудиться хотеться выделять стилистика показывать прошлое черно-белый настоящее цветной дерек видеть черный белый становиться различать цвет эвард нортон захватывать внимание невозможно отрываться харизма текст сценарист создавать сложный герой дэнни сыграть эдвард ферлонг отставать подросток багаж харизма видение мысль логика действие противоположный схожий дерек американский история х история семья частичка история целый страна свой взлет падение разный взгляд грусть радость свой философия свой понимание хороший плохой приятный просмотр изучение история американский семья х,positive
"эдвард нортон самый любимый актер смотреть фильм ),  знать биография хороший роль факт мастерство актер отрицать блеснуть бойцовский клуб посмотреть вперед фильм доказывать лично актер помнить смотреть второе исполнение роль некого самый почетный скинхед среди бояться свой настоящее бояться свой убеждение мировоззрение дерек жить вера отец умирать настоящий причина изменение отличник послушный умный подросток главарь кучка расист фильм затрагивать личный отношение семья политический проблема проблема общество тяжелый расизм слепо верить иммигрант ничто хороший сделать приносить несчастие смерть преступление снисходительно прощаться правда слепой верование предвзятость дерек попадаться удочка отчаиваться безнадежный слабый сламывать жить верить правильный убеждение обрушиваться миг верить исчезать понимать делать омерзительный вещь думать нормально американский история х учить мировоззрение конец правильный проживать главное понимать проанализировать задавать правильный вопрос подумать свой семья последствие жить счет чужой идея счет пропаганда картина создавать подсчитывать балл операторский работа эффект сценарий сюжет монтаж идея мысль честность уверенность наслаждаться момент кино",positive
самый дело американский история х любимый фильм раскрывать тема белый фашизм показывать заводить ненависть скольким погубить протяжение фильм старший брат дерек представать разный облик начинать обычный мирный подросток заканчивать жестокий фашист дело глупость парень плохой влияние жизненный обстоятельство сталкиваться протяжение фильм злость ненависть гложить грозить погубить видеть дэнни брать пример брат идти стопа чувствовать часть вина преступление брат думать разжигать злость настраивать чернокожий вообще судьба герой фильм случай из-за жизненный трудность внезапно вставать правильный путь момент понимать убеждение обман ложь начинать осознавать ошибка уважать герой нортон суметь исправлять помимо дэнни становиться сторона баррикада продолжать брать пример брат поверять убеждение дело обертываться .. фильм говорить многие раскрывать тема перерождение бывший антигерой вставать путь исправление писать столетие говорить картина показывать глупость фашистский убеждение заводить ненависть использовать свой собственный единомышленник фильм однозначно давать пища размышление какой-то мера показывать опасность глупость идея фашизм,positive
сложный мир человеческий переживание мысль тяжелый лелеять свой душа злость ненависть злой обиженный легко понимать прощать требовать большой душевный затрата дерек вырастать образованный любознательный молодой итог влияние отец видеть несправедливость ненависть огромный мир подавлять дерек хороший минута становиться копить расистский злость агрессия смерть отец вовсе становиться фанат жестокий расизм итог выходить скверно совершенно верно директор школа дерек : « задавать вопрос сделать улучшение » дерек понимать ничто сделать разрушение брат дерек пойти стопа связываться молодой ребята понимать тяжесть последствие насилие жестокость фильм интерес прежде главарь подростковый шайка директор школа противостоять друг друг влияние подросток зря черный белый считать нужный указывать правильный путь молодой запутываться подросток пытаться внушать свой справедливый мир подаваться влияние рисковать оставаться марионетка чей рука дерек рука кэмерон александр рука мистер свинять дерек выходить тюрьма жестокий убийство негр цель отгораживать брат совершение непоправимый ошибка лично отвечать тюрьма понимать значить жертва жестокий насилие сторона белый агрессия толпа клубок энергия находить выход насилие руководство самый злой бесчеловечный существо странный облик фильм стоить посмотреть убеждаться очередной насколько короткий тратить ненависть глупо печально эдвард нортон представлять свой герой правдоподобный искренне начинать верить сразу остальной актер справляться работа фильм создание общий фон фанатизм насилие трагедия,positive
смотреть фильм причина тема фильм снимать сожаление актуальный расовый ненависть распространяться мир чума средневековье говорить америка страна посмотреть сша европа россия государство стоять демократия свобода право мигрант относиться мягко говорить неодобрительно причина актерский игра новый фильм главный роль сниматься эдвард нортон восхищаться актерский талант перевоплощение взять бойцовский клуб разрисовывать вуаль иллюзионист невероятный халка американский история х невероятно разный картина играть ипостась свой персонаж начало аиха герой эдвард дерек представать безжалостный жестокий умный речистый предводитель банда скин предводитель агитатор свой очередь науськивать некий кемерон этакий крестный папа скин город дерек совершенно проникаться идея америка страна белый дерек двое негр пытаться украсть машина крайне жестоко убивать чернокожий удар нога раскурочить голова асфальт глаз младший брат денни дерек вязать копа дэнни видеть лицо глаз взгляд капля раскаяние лицо отражаться торжество гордость проводить тюрьма дэнни пойти стопа удивляться происходить перемена дэрек тюрьма дерек надоедать дерьмо рассказывать дэнни происходить решетка парень внимать голос разум лицо брат возрадоваться счастливый конец ... причина музыкальный сопровождение картина операторский работа музыка помогать фильм протяжение совершенно точно отражать происходить герой чувство происходить замедленный кадр черно-белый вариант событие прошлое выгодный решение впечатляющий причина смысловой нагрузка важно понимать нацизм пережиток прошлый криминальный прошлое история знать кой случай повторять проявление лозунг ибо ненависть путь разрушение любой ненависть нацизм зло ясный дважды всякий понятно мир случаться вещь причина определять немало фильм номинироваться оскар входить топ 250 кинопоиск говориться : ' плохой фильм рекомендовать « враг друг должный враг пусть узы дружба прочный должный порваться память дружба взять сердце неизбежность проявляться хороший чувство » « ненависть  —  тяжелый багаж короткий тратить зло стоять » (,positive
культовый фильм  « американский история х »  тоня кей вызывать большой фурор свой фильм становиться шедевр отражение жестокость мир дерек эдвард нортон ) –  хладнокровный расчетливый вожак неонацист отстаивать право белый нация попадать тюрьма убийство чернокожий брат дэнни эдвард фэрлонг известный джон коннор идти стопа брат унижать чернокожий относиться презрение выливаться огромный проблема актер хороший вживаться мрачный суровый личность эдвард нортон сыграть жестокий скинхед понимать свой зло расплачиваться зло эдвард ферлонг подкачивать фильм узнавать подросток понимать действие брат становиться косвенный актер достаточно хороший уходить пристрастие алкоголь наркотик сводить роль фильм категория b число дешевый слэшер фильм  « король режиссура » -  великий уве болла атмосфера американский городок тюрьма передавать дословно видно работать мелочь создавать атмосфера реальный минута фильм привлекать сюжет выдумка горький правда  –  нацист сей какой-то фильм насилие расизм дискриминация фильм отображать темнота общество дерек жестокий беспощадный испытание судьба давать тюрьма заставлять подумать свой изменять хороший сторона гениальный момент начинать верить любой независимо воля обстоятельство исправлять что-то хороший сторона конец дерек поведывать брат ненависть сделать дэнни идти светлый душа школа происходить финал выдаваться печальный финальный сцена вплоть титр хотеться расплакаться конец показывать зло возвращаться выпускать воля месть сделать тавтология прощать прошлое настигать … титр идти смотреть проговаривать голова фильм шедевр we are not enemies but friends we must not be enemies though passion may have strained it must not break our bonds of affection the mystic chords of memory will swell when again touched as surely they will be by the better angels of our nature итог шедевральный фильм учить многий вещь помогать смотреть глубоко вдумываться фильм фильм,positive
мощный фильм американский история х  —  интересный сильный фильм показывать история противостояние банда скинхед темнокожий целое тема фильм интересный актуальный главный герой являться скинхед состоять банда описывать фильм главный идея фильм состоять показывать идея правый ' —  скинхед противостояние темнокожий актер сыграть актер отлично передавать зритель ощущение понравиться игра главный герой идеально подходить роль музыкальный сопровождение фильм играть значительный роль музыка фильм понравиться атмосфера присутствовать самый начало фильм начинать переживать главный герой судьба жаль фильм затягивать особо влиять процесс просмотр концовка получаться непредсказуемый хотеться фильм заслуживать просмотр фильм заставлять задумывать сделать правильный вывод,positive
"фильм американский история х ',  снимать 1988 малоизвестный тоня кэй оказываться успешный план заработок популярность среди кинокритик телезритель фильм лидер местный банда скинхед дерек виньярд эдвард нортон ),  прочно удерживать авторитет свой район уверять свой правота беспощадно расправляться белый цвет кожа независимость жестокость храбрость дерек вызывать восхищение младший брат дэнни эдвард ферлонг ),  сделать свой выбор инцидент жестокий убийство чернокожий парень совершенный дерек ),  дорога брат расходиться разный сторона дерек оказываться тюрьма существовать иной расклад сила дэнни воля успешно продолжать дело старший брат меняться дорога пересекаться перевертываться нога голова фильм самый дело потрясать основной цитата запоминаться ) « мысль кто-то выражать знать  —  позаимствовать великий »
 ) « смотреть реальность глаз ненависть делать слепой »
 ) « ненависть  —  тяжелый багаж короткий тратить зло стоить »
 ) « верить смерть разрушение хаос мерзость алчность » 
 ) « враг друг должный враг узы дружба прочный должный порваться память дружба взять сердце неизбежность возобладать хороший чувство » 
 закладывать глубокий смысл фильм актерский состав актерский игра сценарий эпизод тюрьма многие просмотр обязательный",positive
"паразит отравлять память проживать изменять свой присутствие место когда-то работать обедать развлекаться отдыхать подменивать когда-то знать плохо  –  вредить смотреть мигрант главный герой фильм рассказывать свой соратник сцена свой брат остальной бритоголовый  –  герой мать сестра  –  одержимый фанатик кадр  –  чудесный актер эдвард нортон ярко многогранный изображать свой персонаж  –  дерек виньярд дерек голый голова свастика грудь  –  непоколебимый борец правый дело верный идея чувство читать проповедь окружающий заражать оставаться отец брат виньярд брать свой крыло местный глава скинхед  –  безошибочно увидеть старший брат потенциал расчетливый направлять нужный русло фильм точный ответ вопрос преследовать последний корыстный цель идеология борьба толкать погром побои буйный толпа стоить честность благородство режиссер показывать темный сторона мигрант скинхед несмотря проблема расовый вражда стоять передний план фильм давать ответ вопрос добрый злой увидеть  « белый »   « черный »,  каламбур казаться точно узнавать начинаться трагедия дерек виньярд семья следствие приводить поступок персонаж суждено изменяться причем хороший сторона странный происходить тюрьма краска видеть смешаться граница принцип размываться оттуда выходить способный принимать новый свой идол прошлое способный повисать длинный тяжелый хвост поймать крутиться убегать ноша собственный грех ошибка близкий сыграть свой роль давать ответ главный вопрос фильм говорить месть порождать месть ненависть порождать ненависть оставлять выбор лишать надежда спокойный фильм заставлять задумываться настоящий паразит",positive
фильм определенно интересный стоить посмотреть обладать интересный особенность философия данный фильм прямолинейный показываться взгляд сторона фильм парень ошибаться сделать свой неверный шаг проходить испытание судьба понимать раскаиваться решать переписывать свой эдакий посыл зритель : « национализм  –  плохо брат » давать разбираться главный герой правый вначале фильм правильный выбор сделать финал дэрик прирожденный лидер ничто стоить заводить толпа отправлять завоевание нужный цель легкость воодушевлять банда бритоголовый разгромить магазинчик заправлять цветной владелец отмечать довод приводить исключительно политический экономический унижать цветной из-за биологический отличие восстанавливать социальный равенство разгонять нелегальный иммигрант выдворять страна бюджетный средство идти борьба нелегал помощь американец попадать тяжелый положение являться семья гибель отец рассуждать являться метод эффективный важно делать считать правильный  « делать должный » рыцарь переломный момент происходить тюрьма видеть лидер группировка делать бизнес цветной променивать свой принцип деньги дерик принимать решение порывать связь банда рисковать оставаться защита происходить ожидать нацист насиловать душевая морально раздавливать полностью терять представление свой предназначение поздно случаться судьбоносный разговор директор школа свинять учиться небольшой отступление директор интересный сюжет представлять пророк некто вести заблудший душа тьма давать посмотреть факт заниматься помимо управление школа заниматься профилактика подростковый преступность важно разговор отец дерик упоминать директор свинять ученый степень искренне удивляться забывать дыра правда приходить голова скоро работать фбр вынюхивать секрет местный криминальный группировка школьник знать основной костяк уличный банда америка школьник выполнять черный работа торговать наркотик делить территория вербовать новобранец главарь сидеть тюрьма оттуда руководить деятельность банда говорить момент юный гангстер достигать свой совершеннолетие либо убивать либо посадить получаться версия свигать  –  агент фбр вполне реалистичный вернуться разговор свинять дерек тюремный госпиталь понимать тюрьма протягивать дерек просить замолвить словечко рассматривать удо раскаиваться свинять свой убеждение обещать убираться город выходить свобода отвечать свинять  « нужный помощь придумывать что-то » поворот режиссер открывать правда давать поразмыслить вспомнить момент свинять приходить полицейский участок упоминать кэмерон сильный идеолог самый дело стоять преступление нацист район никак получаться накопать компромат ибо действовать дерек цель директор завербовывать дерек стучать кэмерон значить ошибаться предполагать директор работать фбр вспомнить полный недосказанность намек момент кафе свинять подходить дерек сообщать кэмерон сэт попадать реанимация директор свинять приходить дерек новость дерек поговорить свой старый знакомый помогать полицейский раскрывать преступление маховик раскручивать дерек завертеться отказывать свинять представляться возможный прежде подводить итог вспомнить разговор отец жаловаться работа команда спасатель принимать чернокожий несмотря навык плохо белокожий претендент поддерживать кажущийся равноправие команда пожарный белый начальник участок расист делать начальник прикрывать свой задница создавать видимость правильно сделать неправильно порочить отец дерек несправедливость бороться дерек несправедливость защищать директор свигать итог сильный личность восстанавливать справедливость становиться предатель стукач думать смерть брат уезжать планировать мир разбивать эго раздавливать видеть финальный сцена винить смерть брат уезжать точно стараться предотвращать подобный молодой точно становиться соглядатай свинять мотивация предел фильм ошибаться находить верный дорога благодаря добрый друг сильный личность пресс обстоятельство работа опытный специалист становиться слабый безвольный кэй намек закрадываться сомнение фильм стоить потратить час свой из-за заставлять задумываться пошевелить мозги  « схавать »  сюжет толстяк утренний гамбургер бал снимать пропаганда хотеться видеть объективный кино злободневный тема промывание мозги сми хватать,positive
